Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,SelectedLanguage,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,87c72897e3dba8320532bf473af65052,5e7233d26cce16168bd7e196,2023-04-13T21:59:17.011Z,2023-04-13 23:59:17+02,639990,group_3,3,736575,de,nopints,1,691b87582864d5a3a1c428ed72a12aad,2023-04-13T21:43:00.667Z,2023-04-13 23:42:51+02,"",1,1,0.9561403508771917,1.4713065614770746
true,9f00b1b03c9228eef2ddf533c3137230,63ff1cff61ad0e2a685a7123,2023-04-13T22:11:22.174Z,2023-04-14 00:11:22+02,639992,group_2,2,736578,de,sil,1,a666b011fb8446c4d86dc59b9bacb568,2023-04-13T21:55:26.983Z,2023-04-13 23:55:18+02,"",2,1,9.604519774011294,3.2314803801584677
true,e81f997cdf1667b227a10bc38514b4e2,63cf0e0b1f1c6afb816f4072,2023-04-13T22:11:47.615Z,2023-04-14 00:11:47+02,639993,group_1,1,736579,de,base,1,b2b6469834a3536a30f4dc4db14495df,2023-04-13T21:55:54.068Z,2023-04-13 23:55:33+02,"",3,1,5.259459459459464,3.386416383735489
true,d4e21ad0a415452967bb0a875bfa1d9a,610038f434bfc30dd06483be,2023-04-13T22:12:59.949Z,2023-04-14 00:12:59+02,639995,group_6,6,736581,de,nopints_cg,1,e22e219622ed7b5530b863f484cba76e,2023-04-13T22:03:04.656Z,2023-04-14 00:02:48+02,"",5,1,18.73275862068965,116.78733677210472
true,7a6389a298cd367eaf13274bfb0d923b,60f866ea13e9f2e5cf2fa8fc,2023-04-13T22:23:12.025Z,2023-04-14 00:23:12+02,639997,group_1,1,736584,de,base,1,fb31802789bc9f12722bb67f1359c270,2023-04-13T22:07:16.459Z,2023-04-14 00:06:53+02,"",6,2,0.783068783068785,0.8168393730755481
true,420272b520643f05f1b1a4cdb947c652,6060dc354e4fcd8373c1380b,2023-04-13T22:26:47.479Z,2023-04-14 00:26:47+02,639998,group_5,5,736585,de,sil_cg,1,41a52be71b1b1618d847b9861ee3196d,2023-04-13T22:10:36.595Z,2023-04-14 00:04:21+02,"",7,1,9.085106382978722,7.685520476108477
true,bb27fce3b8fe47d3753741aed0bea5a3,607c8faf6d8e98b09d585eb3,2023-04-13T22:34:54.322Z,2023-04-14 00:34:54+02,640000,group_2,2,736587,de,sil,1,e031779e2d78a89ed8436db75118ce7f,2023-04-13T22:16:05.805Z,2023-04-14 00:15:50+02,"",9,2,366.95604395604397,439.4096042028079
true,d03b7732e4855c59ab3f608ccd113669,63d2c20ec51e93a7c7a44ffe,2023-04-13T22:17:06.376Z,2023-04-14 00:17:06+02,639994,group_4,4,736580,de,base_cg,1,5d048c2d840a9c0a3ce78d3b623456d2,2023-04-13T22:02:53.179Z,2023-04-14 00:02:02+02,"",4,1,9.089285714285708,1.1224460807012668
true,66dbbeed8c38114d5c2f295d479ffaeb,5a7fab56f49c9a0001f3549e,2023-04-13T23:32:55.573Z,2023-04-14 01:32:55+02,640006,group_3,3,736595,de,nopints,1,69921fe0f2283431024d377e6f9cd875,2023-04-13T23:23:43.368Z,2023-04-14 01:23:36+02,"",10,2,0.14814814814815236,0.3552467795046457
true,53ae8f8afbd5a3ad5e258a558ac0013b,63174a95078b149cd17f7873,2023-04-14T11:06:56.146Z,2023-04-14 13:06:56+02,640131,group_6,6,736768,de,nopints_cg,1,f076c305060c36547bf227db39716170,2023-04-14T10:56:54.933Z,2023-04-14 12:56:45+02,"",11,2,1.2478632478632505,2.0627174131707893
true,297736e250d33d97f444187ce18d6515,5a79e91117ef350001702057,2023-04-14T11:11:54.067Z,2023-04-14 13:11:54+02,640132,group_4,4,736769,de,base_cg,1,2dd41bf07a0c0f760b7c9dbd8f6ac30e,2023-04-14T10:56:57.821Z,2023-04-14 12:56:43+02,"",12,3,504.3836477987421,444.77138214380955
true,6bd787ef12dd3fe57bca107fdfeb0074,5f7ebad5cf009c196fd54b2b,2023-04-14T11:08:10.858Z,2023-04-14 12:08:10+01,640133,group_6,6,736770,de,nopints_cg,1,d74198857a75620e62f6effa9536677c,2023-04-14T10:57:34.377Z,2023-04-14 11:57:14+01,"",13,3,1.0400000000000063,1.0537551897855595
true,f6c8f888c7838522fe683bee27f58d09,6106a0ff227153e589e7dfc3,2023-04-14T11:11:39.221Z,2023-04-14 13:11:39+02,640134,group_1,1,736771,de,base,1,a6c153725b242a6bd2c03d632339f526,2023-04-14T10:57:45.905Z,2023-04-14 12:57:29+02,"",14,3,2.018404907975466,8.358143152930785
true,9bc381ae11a117ed102983a5b1700f51,5ebe6e4a226f3b1c53cd0626,2023-04-14T11:08:41.801Z,2023-04-14 13:08:41+02,640135,group_3,3,736772,de,nopints,1,8049903fb574b9a25ce9da6adf9796bc,2023-04-14T10:57:48.396Z,2023-04-14 12:57:31+02,"",15,3,2.9212598425196887,2.131896125509443
true,24d70228d200e9fa55d21dd1d922dba9,5be454621effe60001cbf290,2023-04-14T11:12:40.991Z,2023-04-14 13:12:40+02,640136,group_4,4,736773,de,base_cg,1,ca6f64f7ed35e91d73583d28c08ae6c9,2023-04-14T10:58:08.653Z,2023-04-14 12:57:59+02,"",16,4,3.1569767441860535,1.5264368524689933
true,6611235be45f9da81eba10917f92ead2,5e5fbff6de7bcc2fc7f396db,2023-04-14T11:11:57.996Z,2023-04-14 14:11:57+03,640137,group_2,2,736774,de,sil,1,ccae64d67e199e10a955506afea22582,2023-04-14T10:58:10.889Z,2023-04-14 13:57:57+03,"",17,3,3.0679012345678984,2.690005606515512
true,ff913ba4e4855c666fab71745f03efa0,63c658437791ac7be49f06e9,2023-04-14T11:13:15.346Z,2023-04-14 13:13:15+02,640138,group_5,5,736775,de,sil_cg,1,cdc00692acb50d219fb281597c390051,2023-04-14T10:58:15.209Z,2023-04-14 12:57:56+02,"",18,2,0.7808988764044926,0.9315175976425999
true,4f8a9caebaa39fa58fe899a3acad4c4d,5bbbdca68f3bd70001e713ef,2023-04-14T11:09:42.122Z,2023-04-14 13:09:42+02,640139,group_3,3,736776,de,nopints,1,fcb511496d2b60b9d1a0ab1360c46ad2,2023-04-14T10:58:19.742Z,2023-04-14 12:57:53+02,"",19,4,20.799999999999997,132.4499514142215
true,564350164cd524c1898f54b57d57fafc,5a1542e20fff620001a6d2dc,2023-04-14T11:09:19.675Z,2023-04-14 13:09:19+02,640140,group_6,6,736777,de,nopints_cg,1,4e5c6a3f3ba9d2ec03551c5b41ac82af,2023-04-14T10:58:23.579Z,2023-04-14 12:58:09+02,"",20,4,8.889763779527556,1.3702597400578864
true,2e45dad8b5d06150f86ced1e5267ee93,632ed004b2225148cfa1c2ee,2023-04-14T11:15:50.832Z,2023-04-14 13:15:50+02,640142,group_2,2,736779,de,sil,1,0e1d1e4b50e0bb3a3a64077038c814e2,2023-04-14T10:58:43.745Z,2023-04-14 12:58:29+02,"",22,4,0.522167487684726,0.5282662706780102
true,c6a15516621e37ecc16549ea19d04731,5da727bfc2a70a0011a128e0,2023-04-14T11:21:43.630Z,2023-04-14 13:21:43+02,640145,group_5,5,736782,de,sil_cg,1,d234b7a475325fc9a9775a20157fe12f,2023-04-14T10:59:07.757Z,2023-04-14 12:57:27+02,"",25,4,58.90874524714829,342.8385968056147
true,9abb8665d462b7e8368e4599fb01688f,63fe066eaf8abeb8e2b59041,2023-04-14T11:20:57.510Z,2023-04-14 13:20:57+02,640147,group_4,4,736784,de,base_cg,1,ab617fa2c5a3a696d005f0c1f7ff228d,2023-04-14T10:59:14.429Z,2023-04-14 12:59:05+02,"",27,6,0.9108527131783006,1.25899802107322
true,b45694b0b3249112d1871b9f95ea9bad,5b648251bd56550001bf31fd,2023-04-14T11:10:43.201Z,2023-04-14 13:10:43+02,640148,group_6,6,736785,de,nopints_cg,1,b1a368df9ccb9d51e55f07ae7bd2e00a,2023-04-14T10:59:41.214Z,2023-04-14 12:58:49+02,"",28,5,1.2868852459016438,2.510566222453273
true,1ee6ffa67cbc5bbd340baaaeff3cd4de,5cf6a27fad94a70001a80ea6,2023-04-14T11:14:53.397Z,2023-04-14 13:14:53+02,640141,group_5,5,736778,de,sil_cg,1,18e4511836663b1504f3036f4760b0b8,2023-04-14T10:58:33.667Z,2023-04-14 12:57:46+02,"",21,3,1.0645161290322562,0.3682697589149185
true,d3b61abc17eb826cd1fb1bdaff476ee5,60d5786d3ea6636710a77519,2023-04-14T11:15:56.608Z,2023-04-14 13:15:56+02,640143,group_4,4,736780,de,base_cg,1,2f58c9110790660154737319fea90037,2023-04-14T10:58:52.317Z,2023-04-14 12:58:32+02,"",23,5,3.8341708542713633,2.3505881207736907
true,ab0513153fe387e387274779c076f530,633de6812aaf5f65eae2ed3c,2023-04-14T11:14:47.264Z,2023-04-14 13:14:47+02,640144,group_1,1,736781,de,base,1,c6acca4a2c50d346af9263ce3a1baa9f,2023-04-14T10:58:54.566Z,2023-04-14 12:58:37+02,"",24,4,0.8617021276595693,0.8068992901617609
true,a5a7f3938d9506e1e48241be9904ec9c,611ba1976cd48fdde1f9edd3,2023-04-14T11:14:50.785Z,2023-04-14 13:14:50+02,640150,group_2,2,736787,de,sil,1,e072c5046f50c47717b8ee00c53cf89b,2023-04-14T11:00:10.510Z,2023-04-14 12:59:58+02,"",29,5,7.70930232558139,3.4518827995874406
true,183e095bb770af6732ad12166d45f801,63bd9467ea3c9a7021048289,2023-04-14T11:16:12.491Z,2023-04-14 13:16:12+02,640151,group_1,1,736788,de,base,1,1406dcedd200dcb80e4f81ed0a937240,2023-04-14T11:00:32.386Z,2023-04-14 13:00:10+02,"",30,5,2.423913043478265,3.592666732847366
true,7b0c9da19a5ab8b50f903f158ed3b6dd,63fe22806d22fad00a2a2500,2023-04-14T11:16:18.289Z,2023-04-14 13:16:18+02,640153,group_5,5,736790,de,sil_cg,1,1b029eaeff42c7cf0a0b430c4e345d10,2023-04-14T11:01:25.740Z,2023-04-14 13:01:14+02,"",32,5,0.7942857142857207,0.6260729565623929
true,3d489820255649a6b6d4187efb05d4ba,63b6c7ef20c45fd1cff1ddca,2023-04-14T11:18:26.079Z,2023-04-14 13:18:26+02,640154,group_4,4,736791,de,base_cg,1,9b9a61e6e894fb3a3c690ed6e417faf7,2023-04-14T11:01:34.364Z,2023-04-14 13:00:44+02,"",33,7,0.5894736842105317,0.5618528903192653
true,68fadf20bbaedff9e18a7f8e69202b24,63ff4bca9f6d50bb62ae683d,2023-04-14T11:29:37.754Z,2023-04-14 13:29:37+02,640155,group_2,2,736792,de,sil,1,966b0fd5ca8996c6d313ea569d48cb18,2023-04-14T11:01:43.314Z,2023-04-14 13:01:30+02,"",34,6,23.005347593582883,128.60400178927588
true,03d08faa46a71c918fa95e9ff39d2335,63468f72be958e0ee54acef9,2023-04-14T11:18:12.355Z,2023-04-14 13:18:12+02,640156,group_1,1,736793,de,base,1,92d8258d19c8de99fbfd11a58a5dd427,2023-04-14T11:01:52.485Z,2023-04-14 13:01:43+02,"",35,6,0.7529411764705856,0.6307023601731857
true,e9b3cd85167bfbcc15a25100f471a776,63fb64d65c767a406d26afa6,2023-04-14T11:12:33.497Z,2023-04-14 13:12:33+02,640157,group_6,6,736794,de,nopints_cg,1,529b3b71bc0a7bd117c9d5f5fae633c6,2023-04-14T11:02:06.957Z,2023-04-14 13:01:43+02,"",36,6,9.760330578512395,3.275314112470124
true,1cf6f4389967b29eb56d7c2e19e66ed4,5d43c606773d8b00016eaa8a,2023-04-14T11:20:54.540Z,2023-04-14 13:20:54+02,640158,group_4,4,736795,de,base_cg,1,36f3acbe8ee5038fd55e802305c488b3,2023-04-14T11:02:16.518Z,2023-04-14 13:02:02+02,"",37,8,4.6866359447004555,3.352343732196946
true,962d2dcd9e47cc927c85f9d01ff331f4,5b21646bdf28a7000166f4dc,2023-04-14T11:19:38.475Z,2023-04-14 13:19:38+02,640159,group_5,5,736796,de,sil_cg,1,9edb9d1a25be1c4419154d4c012f0e1d,2023-04-14T11:02:23.805Z,2023-04-14 13:02:08+02,"",38,6,11.656410256410254,2.0355550961932707
true,d0c80f22e9b1f368b90cc87ee6c824c5,60207652caa62b6a34ff96dc,2023-04-14T11:17:52.867Z,2023-04-14 13:17:52+02,640160,group_2,2,736797,de,sil,1,601839bd2d0c176e5d728c95a22c18b7,2023-04-14T11:02:32.233Z,2023-04-14 13:02:08+02,"",39,7,0.36111111111111427,0.48032267960529373
true,a03cbd14b7de29a81ddf9231b7513bb2,5f2ea8b3704e4d078da3c725,2023-04-14T11:18:30.951Z,2023-04-14 13:18:30+02,640161,group_1,1,736798,de,base,1,930a5835847ae31f5f55b337da68387b,2023-04-14T11:02:37.758Z,2023-04-14 13:02:20+02,"",40,7,0.8770053475935811,0.6709045812860842
true,8f139d60b7fda093bedd7df899855170,63fd0b137e38c72ea19176aa,2023-04-14T11:13:36.412Z,2023-04-14 13:13:36+02,640162,group_6,6,736799,de,nopints_cg,1,0610907c9b30939ca5d14fa7296090c2,2023-04-14T11:02:40.832Z,2023-04-14 13:02:20+02,"",41,7,3.3888888888888857,2.630626161872365
true,a21fdb20eae358fb3f338668e3dcd559,635302718321ec7411e33a48,2023-04-14T11:13:03.653Z,2023-04-14 13:13:03+02,640163,group_3,3,736800,de,nopints,1,c79d095c8fd88bb3d038c9fe3e7e9f07,2023-04-14T11:02:40.265Z,2023-04-14 13:02:17+02,"",42,7,7.902439024390247,80.67836520367366
true,afdfdf6fd448466459155c0b98eecd5a,5b0d0f0ebd9c3100015655d9,2023-04-14T11:18:18.115Z,2023-04-14 13:18:18+02,640164,group_5,5,736801,de,sil_cg,1,2fcae4e7a5656955679e96e41725b8d6,2023-04-14T11:02:49.491Z,2023-04-14 13:02:10+02,"",43,7,8.863387978142072,2.4175866341510837
true,2b402e8997b5cfe6dbae5b5115dec098,63456ccb7a78c1c4821b23ca,2023-04-14T11:17:29.146Z,2023-04-14 13:17:29+02,640165,group_1,1,736802,de,base,1,11136c3e12a910239b54d09e4c751d8b,2023-04-14T11:03:06.669Z,2023-04-14 13:02:51+02,"",44,8,1.0714285714285694,0.7034898429854355
true,2f8d880f3bc80c4927aa57e9fafccd0b,637e341047ce855792bab685,2023-04-14T11:17:00.726Z,2023-04-14 13:17:00+02,640166,group_4,4,736803,de,base_cg,1,e768595b719d61742c505ba76c01241b,2023-04-14T11:03:10.652Z,2023-04-14 13:02:53+02,"",45,9,9.58895705521472,1.4473587594386694
true,1520b5538c08087ecb6689b6f031af05,63c33a62f56571779a295a6f,2023-04-14T11:18:44.381Z,2023-04-14 13:18:44+02,640167,group_2,2,736804,de,sil,1,bc45e7d5205f7c70e31d93eb9fd3bf34,2023-04-14T11:03:17.430Z,2023-04-14 13:02:59+02,"",46,8,1.4754098360655803,5.764807185085628
true,7b54bbf22e8070fddf4dbfd1f57ee43b,607079a28a504f214dfd77b8,2023-04-14T11:17:02.535Z,2023-04-14 13:17:02+02,640168,group_3,3,736805,de,nopints,1,0163bc7356eea3e0067737f3be36b35e,2023-04-14T11:03:37.776Z,2023-04-14 13:03:01+02,"",47,8,0.8903225806451616,0.6774500761083041
